,article_id,dates
281,15fe4f95,[]
2252,3d28dc71,"[datetime.date(2016, 5, 22), datetime.date(2018, 5, 5), datetime.date(2018, 5, 22)]"
4708,7152f29d,"[datetime.date(2030, 1, 23), datetime.date(2013, 1, 23), datetime.date(2015, 1, 23), datetime.date(2053, 1, 23), datetime.date(2018, 12, 23)]"
879,217073c4,"[datetime.date(2053, 5, 23), datetime.date(2014, 5, 23), datetime.date(2018, 5, 23), datetime.date(2018, 2, 3), datetime.date(2017, 3, 23)]"
9323,ce884a1,[]
9174,cbb78513,"[datetime.date(2013, 2, 24), datetime.date(2026, 2, 24), datetime.date(2003, 2, 24), datetime.date(2017, 9, 30), datetime.date(2018, 2, 2)]"
2770,48792fd,"[datetime.date(2018, 3, 15), datetime.date(2018, 12, 15), datetime.date(2018, 1, 15), datetime.date(2018, 2, 4)]"
3547,5a25bb30,"[datetime.date(2023, 2, 18), datetime.date(2018, 5, 25), datetime.date(2018, 2, 26), datetime.date(2015, 2, 25), datetime.date(2018, 6, 25)]"
7386,a7bb77fa,"[datetime.date(2018, 3, 12)]"
2652,461f7ce0,"[datetime.date(2018, 1, 10), datetime.date(2017, 1, 29), datetime.date(2009, 1, 29), datetime.date(2018, 12, 29), datetime.date(2018, 1, 30)]"
2574,448e5cdb,"[datetime.date(2017, 12, 13)]"
7088,a1812549,"[datetime.date(2022, 5, 7), datetime.date(2018, 5, 25), datetime.date(2018, 3, 7), datetime.date(2018, 5, 7)]"
2001,38578d0c,[]
2618,454cddcc,[]
8177,b75b0045,"[datetime.date(2018, 12, 9), datetime.date(2018, 5, 3), datetime.date(2018, 11, 9), datetime.date(2018, 5, 14), datetime.date(2018, 3, 27)]"
6614,97f17093,"[datetime.date(2017, 12, 12), datetime.date(2025, 12, 12)]"
5108,79a8c3af,"[datetime.date(2017, 12, 24), datetime.date(2017, 12, 22)]"
2617,45413d37,"[datetime.date(2037, 2, 20), datetime.date(2018, 2, 26)]"
8755,c32bf48f,"[datetime.date(2018, 5, 29)]"
9732,d6b94fbc,"[datetime.date(2018, 6, 13), datetime.date(2018, 6, 5), datetime.date(2018, 6, 2)]"
1390,2baaf6a,"[datetime.date(2018, 1, 2), datetime.date(2018, 4, 11), datetime.date(2018, 1, 11)]"
2654,46298a04,"[datetime.date(2018, 1, 16), datetime.date(2018, 3, 20)]"
9743,d6eab073,"[datetime.date(2018, 3, 9), datetime.date(2015, 2, 9), datetime.date(2018, 1, 9)]"
2189,3bcc9056,[]
10490,e6c3789c,[]
2949,4cddb2b9,"[datetime.date(2018, 12, 26), datetime.date(2045, 5, 26), datetime.date(2053, 5, 26), datetime.date(2018, 6, 1), datetime.date(2016, 5, 26)]"
9892,da1a1d69,"[datetime.date(2010, 1, 17)]"
6260,90a84757,"[datetime.date(2018, 2, 20), datetime.date(2035, 2, 20), datetime.date(2022, 2, 20), datetime.date(2021, 2, 22), datetime.date(2018, 12, 20)]"
1462,2ccc93b6,"[datetime.date(2018, 12, 31), datetime.date(2054, 3, 31), datetime.date(2039, 3, 31)]"
8845,c51b536b,"[datetime.date(2018, 5, 28), datetime.date(2018, 5, 22), datetime.date(2017, 5, 22)]"
10431,e5728723,"[datetime.date(2013, 1, 12), datetime.date(2014, 12, 12), datetime.date(2009, 10, 12), datetime.date(2017, 10, 12), datetime.date(2014, 10, 12)]"
3269,53f765ac,[]
6328,922cebb4,"[datetime.date(2018, 12, 14), datetime.date(2017, 12, 19), datetime.date(2017, 12, 14), datetime.date(2017, 12, 16)]"
11630,fdd5baed,"[datetime.date(2018, 1, 14), datetime.date(2016, 12, 14), datetime.date(2017, 12, 14), datetime.date(2017, 12, 20), datetime.date(2018, 4, 14)]"
2839,4a23e687,"[datetime.date(2018, 5, 17)]"
472,19a98cd8,"[datetime.date(2014, 12, 12), datetime.date(2013, 11, 11), datetime.date(2018, 4, 12), datetime.date(2018, 3, 12), datetime.date(2018, 7, 12)]"
3383,568aa1f9,"[datetime.date(2018, 3, 15)]"
10991,f0b1d33,"[datetime.date(2018, 12, 22), datetime.date(2017, 12, 27)]"
9034,c8a6f883,"[datetime.date(2018, 4, 10)]"
8867,c57abafe,"[datetime.date(2017, 12, 17), datetime.date(2017, 6, 17)]"
6194,8ee2eab,"[datetime.date(2018, 5, 30), datetime.date(2018, 4, 16), datetime.date(2018, 4, 30)]"
3981,62700fb4,[]
719,1e916324,"[datetime.date(2018, 3, 3), datetime.date(2018, 2, 12), datetime.date(2018, 3, 12)]"
3090,5027eecf,"[datetime.date(2019, 1, 12), datetime.date(2018, 6, 12), datetime.date(2017, 1, 12), datetime.date(2018, 3, 12)]"
544,1b3e2354,"[datetime.date(2100, 5, 24), datetime.date(2018, 5, 20)]"
3596,5b13a87c,"[datetime.date(2017, 5, 28), datetime.date(2018, 5, 28), datetime.date(2018, 8, 28)]"
7561,ab4ad498,"[datetime.date(2018, 3, 1), datetime.date(2018, 3, 16)]"
8384,bbe539cc,"[datetime.date(2018, 4, 24), datetime.date(2018, 5, 24)]"
1560,2ec8c8a9,"[datetime.date(2018, 5, 5)]"
342,1722b496,"[datetime.date(2066, 5, 2), datetime.date(2043, 1, 2), datetime.date(2018, 5, 3)]"
1061,2510523c,"[datetime.date(2015, 5, 10), datetime.date(2061, 5, 10), datetime.date(2018, 3, 10), datetime.date(2012, 5, 10), datetime.date(2065, 5, 10)]"
283,16025c82,"[datetime.date(2017, 12, 15), datetime.date(2017, 12, 22), datetime.date(2017, 3, 18), datetime.date(2014, 12, 18)]"
5717,85be1530,"[datetime.date(2022, 2, 27), datetime.date(2017, 10, 27), datetime.date(2018, 2, 27), datetime.date(2018, 1, 27)]"
3248,538e26c7,"[datetime.date(2018, 4, 2), datetime.date(2018, 3, 9), datetime.date(2018, 3, 7), datetime.date(2022, 3, 31), datetime.date(2018, 3, 8)]"
9023,c86a85f4,"[datetime.date(2017, 2, 5)]"
3849,5fb2d9bb,[]
10877,ee5c29ef,[]
1741,32a2212f,"[datetime.date(2017, 12, 9), datetime.date(2016, 5, 13)]"
4662,706c4d66,[]
398,1826f7a5,"[datetime.date(2017, 12, 15)]"
4649,7034faf7,"[datetime.date(2022, 12, 19)]"
2665,467233d8,"[datetime.date(2018, 4, 9)]"
1064,251e3958,"[datetime.date(2018, 1, 14), datetime.date(2017, 1, 8), datetime.date(2018, 6, 8), datetime.date(2018, 5, 8), datetime.date(2018, 1, 8)]"
2093,3a2f176d,[]
2079,39fa083e,"[datetime.date(2018, 1, 10), datetime.date(2018, 1, 11), datetime.date(2026, 1, 23), datetime.date(2048, 1, 15), datetime.date(2018, 1, 23)]"
2336,3f125bd0,"[datetime.date(2017, 12, 12), datetime.date(2017, 12, 6), datetime.date(2017, 3, 7), datetime.date(2018, 12, 7), datetime.date(2036, 12, 7)]"
1213,2804ff51,"[datetime.date(2017, 3, 21), datetime.date(2019, 3, 21)]"
11510,fb646cb2,"[datetime.date(2018, 1, 6), datetime.date(2018, 1, 3), datetime.date(2018, 9, 9), datetime.date(2018, 1, 7), datetime.date(2018, 1, 2)]"
279,15fd21ff,"[datetime.date(2018, 1, 10), datetime.date(2018, 1, 11), datetime.date(2051, 1, 10), datetime.date(2018, 5, 10), datetime.date(2030, 1, 10)]"
7642,ac99944d,"[datetime.date(2040, 2, 23), datetime.date(2018, 2, 22)]"
3625,5bbc3e2b,"[datetime.date(2016, 8, 18), datetime.date(2017, 12, 6), datetime.date(2017, 12, 18), datetime.date(2017, 12, 19)]"
4800,732346bc,"[datetime.date(2018, 2, 3)]"
9438,d0d2b3e1,"[datetime.date(2017, 10, 13), datetime.date(2017, 12, 4), datetime.date(2017, 12, 2), datetime.date(2017, 12, 13), datetime.date(2017, 12, 7)]"
7971,b2f5fc11,"[datetime.date(2018, 12, 6), datetime.date(2020, 2, 6), datetime.date(2018, 10, 6), datetime.date(2018, 2, 6)]"
7609,ac0fea12,"[datetime.date(2018, 5, 25), datetime.date(2018, 6, 5)]"
11331,f7ffcb8,"[datetime.date(2017, 12, 2)]"
6503,95dd8186,"[datetime.date(2000, 1, 6), datetime.date(2018, 6, 11), datetime.date(2018, 5, 6), datetime.date(2018, 1, 6), datetime.date(2052, 6, 6)]"
5823,87aa9cde,"[datetime.date(2017, 12, 20), datetime.date(2017, 12, 21), datetime.date(2017, 6, 20)]"
3687,5cca5519,"[datetime.date(2018, 1, 14), datetime.date(2018, 3, 5), datetime.date(2003, 3, 14), datetime.date(2018, 3, 12), datetime.date(2018, 4, 24)]"
11705,ff1acf6a,"[datetime.date(2017, 10, 14)]"
2405,40ad0f05,"[datetime.date(2017, 10, 14), datetime.date(2017, 9, 14)]"
3346,55c8e739,"[datetime.date(2006, 2, 13), datetime.date(2018, 2, 20), datetime.date(2018, 2, 19)]"
5855,8876c83d,"[datetime.date(2018, 5, 30), datetime.date(2018, 5, 7), datetime.date(2018, 5, 10), datetime.date(2018, 5, 16)]"
2373,40095222,"[datetime.date(2013, 10, 15), datetime.date(2009, 1, 15), datetime.date(2018, 1, 16)]"
9317,ce6f953b,"[datetime.date(2017, 12, 23), datetime.date(2017, 11, 30), datetime.date(2047, 9, 22), datetime.date(2017, 11, 22), datetime.date(2017, 12, 15)]"
7077,a139f682,"[datetime.date(2016, 3, 12), datetime.date(2018, 3, 12)]"
574,1bca535,[]
8665,c143781f,"[datetime.date(2010, 3, 24), datetime.date(2065, 3, 24), datetime.date(2018, 3, 28), datetime.date(2018, 1, 24), datetime.date(2018, 3, 22)]"
725,1eb84cb2,"[datetime.date(2014, 2, 20), datetime.date(2017, 2, 20), datetime.date(2004, 2, 20), datetime.date(2017, 12, 15), datetime.date(2018, 12, 20)]"
2833,49ed684c,[]
1588,2f4f5c41,"[datetime.date(2014, 3, 13), datetime.date(2018, 6, 30)]"
5062,78a585fc,"[datetime.date(2018, 3, 5), datetime.date(2018, 3, 21), datetime.date(2018, 3, 30), datetime.date(2018, 12, 21)]"
7384,a7b7c12a,[]
9576,d39a917a,"[datetime.date(2018, 1, 30), datetime.date(2017, 12, 30)]"
4771,72a92c4c,"[datetime.date(2017, 9, 9)]"
8742,c2da52b7,"[datetime.date(2018, 4, 2), datetime.date(2014, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 5, 31), datetime.date(2017, 5, 31)]"
8274,b999c392,"[datetime.date(2022, 5, 7), datetime.date(2018, 5, 25), datetime.date(2018, 3, 7)]"
4647,70224853,"[datetime.date(2014, 12, 11), datetime.date(2017, 7, 4), datetime.date(2017, 12, 4)]"
9325,ce88d36a,"[datetime.date(2018, 1, 30), datetime.date(2000, 5, 29)]"
5522,817a9fee,"[datetime.date(2017, 7, 23), datetime.date(2018, 2, 23), datetime.date(2018, 3, 23), datetime.date(2022, 2, 23)]"
8432,bcca1189,"[datetime.date(2014, 1, 24), datetime.date(2050, 1, 24)]"
499,1a3ff495,"[datetime.date(2018, 1, 27)]"
2994,4dbfe9e3,[]
10036,dca64d37,"[datetime.date(2017, 12, 12), datetime.date(2027, 12, 12), datetime.date(2026, 12, 12)]"
4325,6947e3b9,"[datetime.date(2017, 12, 17), datetime.date(2017, 1, 9), datetime.date(2002, 3, 1)]"
3700,5d076f3,"[datetime.date(2050, 1, 29), datetime.date(2018, 12, 29), datetime.date(2018, 1, 10), datetime.date(2017, 11, 30), datetime.date(2040, 1, 29)]"
4099,64beb601,[]
11124,f37a5218,"[datetime.date(2025, 2, 4), datetime.date(2030, 2, 4), datetime.date(2010, 2, 4), datetime.date(2002, 2, 4), datetime.date(2015, 2, 4)]"
7879,b13a71a8,"[datetime.date(2040, 3, 19), datetime.date(2005, 3, 19), datetime.date(2018, 3, 15), datetime.date(2016, 3, 19), datetime.date(2018, 3, 22)]"
5946,8a74fd81,"[datetime.date(2018, 1, 25), datetime.date(2018, 1, 11), datetime.date(2018, 1, 3), datetime.date(2018, 1, 21), datetime.date(2017, 1, 11)]"
5434,7fef2aa,"[datetime.date(2018, 12, 20), datetime.date(2017, 7, 20), datetime.date(2013, 1, 20), datetime.date(2018, 1, 22), datetime.date(2018, 5, 20)]"
7194,a3eb2154,"[datetime.date(2019, 3, 26), datetime.date(2006, 3, 26), datetime.date(2012, 3, 26)]"
3134,51160b67,"[datetime.date(2017, 3, 11), datetime.date(2019, 3, 11), datetime.date(2018, 3, 4), datetime.date(2018, 3, 12), datetime.date(2018, 3, 11)]"
2857,4a6f814d,"[datetime.date(2018, 3, 4), datetime.date(2018, 2, 2), datetime.date(2018, 4, 2)]"
10638,e98c2900,"[datetime.date(2017, 12, 21), datetime.date(2017, 11, 15)]"
7534,aaa1df8a,"[datetime.date(2038, 12, 11), datetime.date(2015, 12, 11), datetime.date(2016, 12, 11), datetime.date(2017, 12, 11)]"
162,13d0ed43,"[datetime.date(2000, 1, 17), datetime.date(2018, 3, 20), datetime.date(2018, 3, 2), datetime.date(2064, 3, 17), datetime.date(2011, 3, 17)]"
1365,2b452932,"[datetime.date(2018, 1, 17)]"
813,204f4a3c,"[datetime.date(2012, 12, 5), datetime.date(2018, 3, 5), datetime.date(2017, 12, 31)]"
3308,54e0f326,"[datetime.date(2015, 12, 9), datetime.date(2017, 12, 9), datetime.date(2017, 10, 9), datetime.date(2017, 12, 14), datetime.date(2017, 12, 7)]"
5322,7d9c6313,"[datetime.date(2018, 5, 19), datetime.date(2018, 12, 19)]"
9111,ca4350f7,"[datetime.date(2017, 2, 26), datetime.date(2018, 2, 26), datetime.date(2014, 2, 26)]"
11595,fd27c346,"[datetime.date(2020, 12, 22)]"
4314,6912c26d,"[datetime.date(2018, 5, 14), datetime.date(2018, 4, 14)]"
11328,f7f73217,[]
4111,651556f3,"[datetime.date(2018, 2, 23), datetime.date(2012, 2, 22), datetime.date(2018, 2, 5), datetime.date(2021, 2, 22), datetime.date(2018, 2, 2)]"
4889,7500ae6b,"[datetime.date(2018, 5, 23), datetime.date(2018, 5, 3)]"
10463,e61a9230,"[datetime.date(2018, 5, 18), datetime.date(2018, 5, 22)]"
6887,9d58baf2,"[datetime.date(2018, 6, 11), datetime.date(2018, 3, 10), datetime.date(2018, 6, 10), datetime.date(2017, 6, 10), datetime.date(2016, 6, 10)]"
5467,8075b62f,"[datetime.date(2018, 3, 7), datetime.date(2018, 6, 13), datetime.date(2018, 6, 7)]"
2488,42aff703,"[datetime.date(2017, 5, 1)]"
3256,53b95fcf,"[datetime.date(2016, 12, 11), datetime.date(2017, 12, 14), datetime.date(2017, 12, 11)]"
100,12473680,"[datetime.date(2017, 12, 8)]"
2572,447fb12b,"[datetime.date(2018, 8, 2)]"
2736,47d21da4,"[datetime.date(2018, 4, 24)]"
8254,b932688b,"[datetime.date(2018, 3, 3), datetime.date(2062, 3, 16), datetime.date(2018, 3, 6), datetime.date(2018, 3, 16), datetime.date(2025, 3, 16)]"
489,19fc7979,"[datetime.date(2017, 12, 23), datetime.date(2018, 1, 20), datetime.date(2017, 11, 20), datetime.date(2017, 11, 30), datetime.date(2016, 11, 20)]"
2637,45969325,"[datetime.date(2017, 11, 22), datetime.date(2018, 3, 30), datetime.date(2017, 12, 31), datetime.date(2018, 4, 1), datetime.date(2018, 5, 4)]"
5326,7db8546e,"[datetime.date(2017, 3, 14), datetime.date(2040, 12, 14), datetime.date(2063, 12, 14), datetime.date(2017, 12, 19), datetime.date(2016, 11, 14)]"
10573,e83f2bfe,"[datetime.date(2019, 1, 23), datetime.date(2018, 3, 23), datetime.date(2018, 1, 23)]"
4857,7442f96b,"[datetime.date(2016, 2, 12), datetime.date(2018, 2, 12), datetime.date(2018, 4, 12), datetime.date(2013, 2, 12), datetime.date(2018, 3, 12)]"
4046,63810a25,"[datetime.date(2018, 12, 26), datetime.date(2018, 4, 26), datetime.date(2018, 2, 26), datetime.date(2018, 5, 26), datetime.date(2018, 3, 4)]"
4941,762f11fa,"[datetime.date(2016, 12, 21), datetime.date(2017, 11, 21), datetime.date(2015, 12, 21), datetime.date(2017, 7, 21), datetime.date(2020, 12, 21)]"
8205,b7eb23c3,[]
8785,c3b5753b,"[datetime.date(2002, 12, 9), datetime.date(2017, 5, 9), datetime.date(2017, 12, 15), datetime.date(2017, 12, 9), datetime.date(2017, 12, 11)]"
10312,e31030c3,"[datetime.date(2018, 5, 16)]"
5559,820ba7c4,"[datetime.date(2018, 3, 7)]"
2525,43764ce8,[]
6927,9e19faaa,[]
10044,dcd7c2fe,"[datetime.date(2018, 9, 9)]"
8039,b42479bd,"[datetime.date(2018, 2, 25), datetime.date(2018, 3, 18), datetime.date(2015, 2, 18)]"
9679,d5993edd,[]
8793,c3db1013,"[datetime.date(2018, 5, 1), datetime.date(2018, 1, 6), datetime.date(2016, 5, 5)]"
1494,2d61b8da,"[datetime.date(2019, 6, 25), datetime.date(2018, 9, 25), datetime.date(2018, 5, 10), datetime.date(2018, 5, 27)]"
6187,8ecc48e1,"[datetime.date(2017, 3, 9), datetime.date(2017, 3, 26), datetime.date(2017, 12, 14), datetime.date(2017, 12, 5), datetime.date(2018, 1, 1)]"
1938,36f5f648,"[datetime.date(2018, 12, 15), datetime.date(2017, 11, 15), datetime.date(2018, 3, 16), datetime.date(2018, 3, 9), datetime.date(2018, 3, 15)]"
3688,5ccc5965,"[datetime.date(2017, 3, 14), datetime.date(2018, 3, 14), datetime.date(2016, 3, 14)]"
10574,e8434730,"[datetime.date(2018, 5, 18)]"
6397,93c13dd8,"[datetime.date(2012, 1, 28), datetime.date(2018, 4, 28), datetime.date(2018, 4, 18)]"
5691,851453fc,[]
8035,b415adb8,"[datetime.date(2013, 2, 14), datetime.date(2008, 2, 14), datetime.date(2018, 2, 14), datetime.date(2018, 2, 17)]"
6001,8b7e590d,"[datetime.date(2018, 3, 5), datetime.date(2018, 2, 15), datetime.date(2018, 2, 17)]"
6594,979f180,[]
5077,78eb20b1,"[datetime.date(2017, 12, 24), datetime.date(2017, 2, 28), datetime.date(2004, 12, 28), datetime.date(2017, 5, 28), datetime.date(2017, 12, 31)]"
4747,72223e9c,"[datetime.date(2018, 3, 5), datetime.date(2018, 6, 6), datetime.date(2018, 5, 8), datetime.date(2018, 12, 5), datetime.date(2015, 6, 5)]"
4855,743da9bd,"[datetime.date(2018, 2, 8), datetime.date(2019, 3, 8)]"
8744,c2db1659,"[datetime.date(2018, 1, 18), datetime.date(2054, 1, 28), datetime.date(2018, 1, 13), datetime.date(2018, 2, 4)]"
5802,872ae5d8,"[datetime.date(2017, 12, 18), datetime.date(2017, 2, 13), datetime.date(2017, 12, 16), datetime.date(2017, 11, 13), datetime.date(2017, 12, 4)]"
9878,d9cea858,"[datetime.date(2018, 3, 14)]"
1805,340d79e8,"[datetime.date(2018, 5, 12), datetime.date(2018, 2, 13)]"
5061,78a10e7f,"[datetime.date(2018, 2, 2)]"
1266,2915e774,[]
6966,9ec769c8,"[datetime.date(2018, 3, 10), datetime.date(2018, 3, 15), datetime.date(2022, 3, 10)]"
2957,4cfa4d41,"[datetime.date(2049, 1, 5)]"
11473,faadb049,"[datetime.date(2018, 5, 23), datetime.date(2007, 5, 9)]"
3022,4e656111,"[datetime.date(2016, 10, 19), datetime.date(2012, 9, 19)]"
5625,83697199,"[datetime.date(2020, 5, 10), datetime.date(2030, 5, 10), datetime.date(2018, 5, 16)]"
5289,7ce0185c,"[datetime.date(2017, 12, 17), datetime.date(2018, 12, 17), datetime.date(2017, 12, 18), datetime.date(2017, 12, 4)]"
3056,4f5639d8,"[datetime.date(2025, 2, 12), datetime.date(2018, 2, 12), datetime.date(2017, 3, 25), datetime.date(2018, 3, 12)]"
2039,392cf4f4,"[datetime.date(2019, 3, 16), datetime.date(2017, 9, 16), datetime.date(2020, 3, 16), datetime.date(2018, 3, 16)]"
4058,63b516df,"[datetime.date(2018, 12, 22), datetime.date(2018, 9, 11), datetime.date(2018, 5, 22), datetime.date(2003, 5, 22)]"
9918,da8bc668,"[datetime.date(2018, 5, 8), datetime.date(2017, 5, 8), datetime.date(2017, 1, 8)]"
8431,bcc8bc5b,"[datetime.date(2017, 12, 11)]"
509,1a6c9eaf,"[datetime.date(2009, 3, 1), datetime.date(2018, 3, 5), datetime.date(2018, 3, 1), datetime.date(2017, 9, 1), datetime.date(2018, 11, 1)]"
5035,77fd2b1e,[]
8817,c465df9f,"[datetime.date(2015, 2, 21), datetime.date(2006, 2, 21), datetime.date(2020, 2, 21), datetime.date(2022, 6, 21)]"
2370,3fe86ce2,"[datetime.date(2018, 4, 24), datetime.date(2017, 5, 15), datetime.date(2018, 4, 25), datetime.date(2018, 4, 30)]"
8805,c4307198,"[datetime.date(2017, 12, 12), datetime.date(2035, 12, 13), datetime.date(2018, 12, 13), datetime.date(2017, 12, 19), datetime.date(2017, 12, 13)]"
1816,34469fab,"[datetime.date(2018, 3, 2), datetime.date(2018, 3, 20), datetime.date(2025, 3, 20)]"
10145,df07353,"[datetime.date(2018, 5, 14), datetime.date(2018, 5, 9)]"
10750,ebce4525,"[datetime.date(2016, 2, 13), datetime.date(2018, 2, 3), datetime.date(2020, 11, 13), datetime.date(2023, 11, 13), datetime.date(2012, 2, 13)]"
5491,80e2a8e6,"[datetime.date(2018, 5, 22), datetime.date(2018, 7, 9), datetime.date(2009, 5, 6)]"
5350,7e266ca5,"[datetime.date(2018, 12, 1), datetime.date(2018, 5, 1), datetime.date(2012, 2, 1), datetime.date(2015, 2, 1)]"
1546,2e737d4b,"[datetime.date(2018, 6, 11), datetime.date(2018, 1, 11), datetime.date(2018, 6, 15)]"
1886,35b60fce,"[datetime.date(2014, 12, 8), datetime.date(2017, 12, 30), datetime.date(2003, 12, 8)]"
7848,b090ad28,"[datetime.date(2017, 1, 6), datetime.date(2050, 1, 6), datetime.date(2018, 1, 6)]"
5873,88dedb82,"[datetime.date(2018, 5, 2)]"
2448,41b4a14c,"[datetime.date(2018, 5, 24), datetime.date(2018, 10, 24), datetime.date(2018, 9, 24)]"
8536,bed06122,"[datetime.date(2018, 3, 8), datetime.date(2016, 1, 8)]"
6144,8e200752,"[datetime.date(2018, 3, 8), datetime.date(2018, 6, 8)]"
602,1c56c58e,[]
7233,a497516b,"[datetime.date(2018, 5, 12), datetime.date(2014, 9, 4), datetime.date(2018, 5, 21), datetime.date(2017, 12, 4), datetime.date(2013, 5, 4)]"
2902,4b73b705,"[datetime.date(2025, 12, 20)]"
1531,2e2d9b6f,"[datetime.date(2018, 5, 7), datetime.date(2018, 4, 28), datetime.date(2018, 5, 3), datetime.date(2018, 5, 2), datetime.date(2018, 5, 5)]"
11512,fb70642,"[datetime.date(2017, 1, 5), datetime.date(2018, 2, 5), datetime.date(2012, 1, 5), datetime.date(2016, 1, 5), datetime.date(2015, 11, 5)]"
3084,500150bc,"[datetime.date(2018, 3, 14), datetime.date(2018, 3, 24)]"
5356,7e4a4209,"[datetime.date(2018, 2, 28), datetime.date(2018, 2, 22)]"
424,18a05d18,"[datetime.date(2018, 4, 27)]"
8974,c77bc305,[]
734,1ee035c3,"[datetime.date(2018, 2, 10), datetime.date(2003, 2, 11), datetime.date(2014, 2, 11), datetime.date(2018, 12, 11), datetime.date(2018, 2, 11)]"
9423,d04a5394,"[datetime.date(2018, 5, 14), datetime.date(2018, 6, 1)]"
2774,4887cbb8,"[datetime.date(2013, 2, 12), datetime.date(2018, 1, 17)]"
7436,a889c869,[]
11583,fcdc0fb4,"[datetime.date(2018, 3, 5), datetime.date(2018, 5, 15), datetime.date(2006, 3, 31), datetime.date(2018, 3, 4), datetime.date(2018, 3, 7)]"
2244,3d08d05d,"[datetime.date(2018, 5, 7), datetime.date(2018, 1, 7), datetime.date(2017, 1, 7), datetime.date(2018, 3, 7), datetime.date(2018, 11, 7)]"
2276,3db181fe,"[datetime.date(2013, 2, 5), datetime.date(2013, 11, 5)]"
2762,4840cdd2,"[datetime.date(2018, 3, 20)]"
6758,9aa01c31,"[datetime.date(2018, 1, 10), datetime.date(2017, 12, 1)]"
11558,fc5e33a5,[]
10421,e522d38d,"[datetime.date(2018, 2, 5), datetime.date(2018, 2, 7), datetime.date(2018, 12, 1), datetime.date(2018, 5, 1), datetime.date(2018, 9, 1)]"
8563,bf5285ff,"[datetime.date(2018, 5, 11), datetime.date(2003, 1, 11)]"
11220,f57800b4,"[datetime.date(2018, 7, 25), datetime.date(2002, 6, 5), datetime.date(2005, 6, 5), datetime.date(2018, 6, 5), datetime.date(2003, 6, 5)]"
2722,47a5337c,"[datetime.date(2049, 3, 11), datetime.date(2018, 3, 11), datetime.date(2018, 5, 11), datetime.date(2021, 3, 11), datetime.date(2018, 3, 1)]"
5903,89933e2,"[datetime.date(2018, 12, 26)]"
10105,de297ed9,"[datetime.date(2016, 3, 15), datetime.date(2018, 3, 20), datetime.date(2018, 3, 15), datetime.date(2044, 3, 15), datetime.date(2018, 1, 15)]"
3644,5c1394e2,[]
414,1872f0f7,"[datetime.date(2017, 1, 6), datetime.date(2018, 1, 25), datetime.date(2018, 5, 6), datetime.date(2018, 1, 6), datetime.date(2018, 1, 3)]"
7108,a20a5120,"[datetime.date(2018, 5, 28), datetime.date(2018, 6, 15), datetime.date(2018, 7, 27), datetime.date(2018, 9, 27), datetime.date(2018, 7, 1)]"
3956,61d52a78,"[datetime.date(2018, 2, 27)]"
6382,936897a9,"[datetime.date(2017, 7, 13), datetime.date(2020, 12, 13), datetime.date(2018, 12, 13), datetime.date(2017, 3, 13), datetime.date(2017, 12, 13)]"
3263,53d8eb15,[]
3530,59c232bf,"[datetime.date(2009, 12, 24), datetime.date(2017, 12, 6), datetime.date(2002, 12, 24), datetime.date(2017, 5, 24), datetime.date(2017, 12, 2)]"
4247,67d0e019,"[datetime.date(2016, 6, 16), datetime.date(2016, 1, 16)]"
2827,49c4e207,"[datetime.date(2050, 5, 16), datetime.date(2018, 5, 17), datetime.date(2018, 5, 16)]"
8905,c61e5c39,"[datetime.date(2017, 3, 14), datetime.date(2017, 12, 10)]"
9801,d81460d5,"[datetime.date(2056, 1, 9)]"
1626,3049914f,"[datetime.date(2017, 12, 15), datetime.date(2017, 12, 10), datetime.date(2025, 12, 10)]"
10563,e8119591,"[datetime.date(2025, 3, 14), datetime.date(2016, 12, 14), datetime.date(2018, 3, 30), datetime.date(2011, 3, 14), datetime.date(2020, 3, 14)]"
10620,e9510deb,"[datetime.date(2018, 3, 10), datetime.date(2018, 5, 3), datetime.date(2017, 5, 10), datetime.date(2018, 5, 14), datetime.date(2018, 5, 16)]"
4866,746f08f6,[]
2715,4777d218,[]
10783,ec55deda,"[datetime.date(2018, 3, 28), datetime.date(2017, 6, 27), datetime.date(2018, 3, 27)]"
5457,80637134,[]
3476,5876baca,"[datetime.date(2017, 12, 10), datetime.date(2017, 12, 24), datetime.date(2007, 12, 23), datetime.date(2006, 12, 23)]"
7326,a68b2726,"[datetime.date(2017, 2, 22), datetime.date(2018, 5, 22), datetime.date(2018, 2, 22), datetime.date(2018, 2, 7)]"
6071,8cdcc762,[]
645,1d22a0b2,"[datetime.date(2017, 5, 12), datetime.date(2017, 12, 18)]"
3804,5ef410f1,"[datetime.date(2018, 5, 1), datetime.date(2018, 1, 6), datetime.date(2016, 5, 5)]"
7751,aeb1354f,"[datetime.date(2018, 3, 17), datetime.date(2015, 3, 20)]"
6020,8bd00a75,"[datetime.date(2018, 3, 7), datetime.date(2018, 3, 8), datetime.date(2017, 3, 7), datetime.date(2022, 3, 7)]"
111,1291cb73,"[datetime.date(2021, 2, 7), datetime.date(2018, 2, 7)]"
1723,324aaf78,"[datetime.date(2018, 5, 23), datetime.date(2019, 2, 10)]"
9461,d14227e6,[]
5606,82f6429d,"[datetime.date(2018, 1, 30)]"
2934,4c7f4f7f,"[datetime.date(2018, 3, 4), datetime.date(2018, 3, 30)]"
11259,f6610c3e,"[datetime.date(2018, 3, 26), datetime.date(2018, 3, 24)]"
